"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"333828","NC_035788.1",46203997,46203997,"+",1.84574469496837e-72,2.09316177137768e-68,-59.3561841699531
"334096","NC_035788.1",46234974,46234974,"+",1.59584814623647e-24,2.39415994462818e-22,-83.6734693877551
"339866","NC_035788.1",56052704,56052704,"+",2.27772397141553e-31,7.3801334275451e-29,-73.2383067999506
"339883","NC_035788.1",56054093,56054093,"+",4.09585574502887e-53,8.73398892921762e-50,-55.7312476441764
"339884","NC_035788.1",56054102,56054102,"+",2.11815895840137e-47,2.81095922528382e-44,-56.3592589957067
"339890","NC_035788.1",56054536,56054536,"+",8.50129998967409e-63,4.61085384628797e-59,-51.5209140445368
"341255","NC_035788.1",59007352,59007352,"+",2.99570736863714e-46,3.6106291873821e-43,-53.9576802507837
"343346","NC_035788.1",64582354,64582354,"+",4.15773105354742e-44,4.21672357902796e-41,-68.1609288075466
"343974","NC_035788.1",65579241,65579241,"+",7.70350530454232e-50,1.23996816190817e-46,-56.5455166913524
"343982","NC_035788.1",65581768,65581768,"+",5.04800573009293e-44,5.0783426983837e-41,-70.1393728222996
"343983","NC_035788.1",65581783,65581783,"+",1.55471008940459e-43,1.48615037690132e-40,-74.1589811155029
"344659","NC_035788.1",66170051,66170051,"+",1.49176932269335e-29,3.90537388304136e-27,-63.6418632788869
"344919","NC_035788.1",67025455,67025455,"+",2.28024166198768e-33,8.91690303384118e-31,-56.507014997581
"345794","NC_035788.1",68202688,68202688,"+",1.08198513348615e-23,1.48976218608813e-21,-50.546875
"347581","NC_035788.1",71420686,71420686,"+",1.35033151505659e-26,2.55610588224552e-24,-59.2174176513873
"347591","NC_035788.1",71421196,71421196,"+",3.3711103709067e-25,5.42969456747777e-23,-58.5780885780886
"347598","NC_035788.1",71422115,71422115,"+",3.49263451131431e-28,7.95073024731292e-26,-64.4013880855986
"350082","NC_035788.1",76059470,76059470,"+",4.22338148758079e-20,3.73517601472277e-18,-50.3428347536487
"350083","NC_035788.1",76059473,76059473,"+",7.11595826719033e-41,5.33142133097887e-38,-68.3333333333333
"350149","NC_035788.1",76583488,76583488,"+",5.06086648759803e-24,7.20272461372145e-22,-58.5846628924344
"350708","NC_035788.1",78353419,78353419,"+",5.20662426197234e-36,2.58765496176503e-33,-75.2539682539683
"355372","NC_035788.1",90709052,90709052,"+",3.54781217124556e-26,6.40945034079301e-24,-54.1808433859161
"356258","NC_035788.1",92760344,92760344,"+",3.34738654745998e-27,6.76227386400973e-25,-53.3173286774334
"358133","NC_035789.1",1152813,1152813,"+",3.20780994368121e-39,2.14562412582802e-36,-61.1128829920691
"359533","NC_035789.1",5560271,5560271,"+",3.5838354798388e-19,2.82953342366872e-17,-51.8703597944032
"359818","NC_035789.1",7302118,7302118,"+",2.0370045073082e-43,1.92504953621381e-40,-50.9311280853481
"360960","NC_035789.1",9432287,9432287,"+",2.77567615809512e-54,6.35325290062814e-51,-51.6636141636142
"361042","NC_035789.1",9445654,9445654,"+",2.33503523004165e-35,1.09299978047217e-32,-65.6050955414013
"362170","NC_035789.1",23133846,23133846,"+",2.60271542623356e-26,4.781682793028e-24,-51.6015073009892
