"","chr","start","end","meth.diff","strand","pvalue","qvalue","exon-start","exon-end","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-ID","Uniprot-Accession","evalue","Product","GO-ID","GO-BP","GO-CC","GO-MF"
"10045","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469622.1","A2ASS6","TITIN_MOUSE",3e-29,"titin-like",NA,NA,NA,NA
"10046","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469622.1","A2ASS6","TITIN_MOUSE",5.5,"titin-like",NA,NA,NA,NA
"10047","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469622.1","A2ASS6","TITIN_MOUSE",1e-08,"titin-like",NA,NA,NA,NA
"10048","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469622.1","A2ASS6","TITIN_MOUSE",9e-07,"titin-like",NA,NA,NA,NA
"10049","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469622.1","A2ASS6","TITIN_MOUSE",0.01,"titin-like",NA,NA,NA,NA
"10050","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469624.1","A2ASS6","TITIN_MOUSE",7e-17,"titin-like",NA,NA,NA,NA
"10051","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469622.1","A2ASS6","TITIN_MOUSE",0.007,"titin-like",NA,NA,NA,NA
"10052","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469622.1","A2ASS6","TITIN_MOUSE",0.92,"titin-like",NA,NA,NA,NA
"10053","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469624.1","A2ASS6","TITIN_MOUSE",2.5,"titin-like",NA,NA,NA,NA
"10054","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469622.1","A2ASS6","TITIN_MOUSE",0.85,"titin-like",NA,NA,NA,NA
"10055","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469622.1","A2ASS6","TITIN_MOUSE",0.71,"titin-like",NA,NA,NA,NA
"10056","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469622.1","A2ASS6","TITIN_MOUSE",9e-09,"titin-like",NA,NA,NA,NA
"10057","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469622.1","A2ASS6","TITIN_MOUSE",4e-32,"titin-like",NA,NA,NA,NA
"10058","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469622.1","A2ASS6","TITIN_MOUSE",0.008,"titin-like",NA,NA,NA,NA
"10059","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469622.1","A2ASS6","TITIN_MOUSE",1e-27,"titin-like",NA,NA,NA,NA
"10060","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469622.1","A2ASS6","TITIN_MOUSE",7.6,"titin-like",NA,NA,NA,NA
"10061","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469624.1","A2ASS6","TITIN_MOUSE",0.82,"titin-like",NA,NA,NA,NA
"10062","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469622.1","A2ASS6","TITIN_MOUSE",0.79,"titin-like",NA,NA,NA,NA
"10063","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469622.1","A2ASS6","TITIN_MOUSE",3e-32,"titin-like",NA,NA,NA,NA
"10064","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469622.1","A2ASS6","TITIN_MOUSE",1e-31,"titin-like",NA,NA,NA,NA
"10065","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469622.1","A2ASS6","TITIN_MOUSE",2e-40,"titin-like",NA,NA,NA,NA
"10066","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469622.1","A2ASS6","TITIN_MOUSE",5.7,"titin-like",NA,NA,NA,NA
"10067","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469624.1","A2ASS6","TITIN_MOUSE",3,"titin-like",NA,NA,NA,NA
"10068","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469622.1","A2ASS6","TITIN_MOUSE",0.009,"titin-like",NA,NA,NA,NA
"10069","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469622.1","A2ASS6","TITIN_MOUSE",0.7,"titin-like",NA,NA,NA,NA
"10070","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469622.1","A2ASS6","TITIN_MOUSE",0.94,"titin-like",NA,NA,NA,NA
"10071","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469622.1","A2ASS6","TITIN_MOUSE",1e-29,"titin-like",NA,NA,NA,NA
"10072","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469622.1","A2ASS6","TITIN_MOUSE",2e-29,"titin-like",NA,NA,NA,NA
"10073","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469624.1","A2ASS6","TITIN_MOUSE",8e-12,"titin-like",NA,NA,NA,NA
"10074","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",4.4,"titin-like",NA,NA,NA,NA
"10075","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469625.1","A2ASS6","TITIN_MOUSE",9e-14,"titin-like",NA,NA,NA,NA
"10076","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469625.1","A2ASS6","TITIN_MOUSE",2.5,"titin-like",NA,NA,NA,NA
"10077","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469624.1","A2ASS6","TITIN_MOUSE",0.51,"titin-like",NA,NA,NA,NA
"10078","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469624.1","A2ASS6","TITIN_MOUSE",4e-47,"titin-like",NA,NA,NA,NA
"10079","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",4.7,"titin-like",NA,NA,NA,NA
"10080","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",7e-16,"titin-like",NA,NA,NA,NA
"10081","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469624.1","A2ASS6","TITIN_MOUSE",0.11,"titin-like",NA,NA,NA,NA
"10082","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469624.1","A2ASS6","TITIN_MOUSE",0.095,"titin-like",NA,NA,NA,NA
"10083","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",7.8,"titin-like",NA,NA,NA,NA
"10084","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469624.1","A2ASS6","TITIN_MOUSE",3e-35,"titin-like",NA,NA,NA,NA
"10085","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",4e-13,"titin-like",NA,NA,NA,NA
"10086","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.002,"titin-like",NA,NA,NA,NA
"10087","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469624.1","A2ASS6","TITIN_MOUSE",2e-34,"titin-like",NA,NA,NA,NA
"10088","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469624.1","A2ASS6","TITIN_MOUSE",3e-48,"titin-like",NA,NA,NA,NA
"10089","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",0.65,"titin-like",NA,NA,NA,NA
"10090","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",0.26,"titin-like",NA,NA,NA,NA
"10091","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",8e-17,"titin-like",NA,NA,NA,NA
"10092","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",4e-12,"titin-like",NA,NA,NA,NA
"10093","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",2.9,"titin-like",NA,NA,NA,NA
"10094","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",5.2,"titin-like",NA,NA,NA,NA
"10095","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",1e-10,"titin-like",NA,NA,NA,NA
"10096","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",2.6,"titin-like",NA,NA,NA,NA
"10097","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",5,"titin-like",NA,NA,NA,NA
"10098","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",4.1,"titin-like",NA,NA,NA,NA
"10099","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",3e-30,"titin-like",NA,NA,NA,NA
"10100","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",3.3,"titin-like",NA,NA,NA,NA
"10101","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",3.2,"titin-like",NA,NA,NA,NA
"10102","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",3e-15,"titin-like",NA,NA,NA,NA
"10103","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",2e-13,"titin-like",NA,NA,NA,NA
"10104","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.038,"titin-like",NA,NA,NA,NA
"10105","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",5e-13,"titin-like",NA,NA,NA,NA
"10106","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",3.6,"titin-like",NA,NA,NA,NA
"10107","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",3e-11,"titin-like",NA,NA,NA,NA
"10108","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",9e-04,"titin-like",NA,NA,NA,NA
"10109","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.28,"titin-like",NA,NA,NA,NA
"10110","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",6e-11,"titin-like",NA,NA,NA,NA
"10111","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",4.3,"titin-like",NA,NA,NA,NA
"10112","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",4e-36,"titin-like",NA,NA,NA,NA
"10113","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.004,"titin-like",NA,NA,NA,NA
"10114","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",6e-04,"titin-like",NA,NA,NA,NA
"10115","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469624.1","A2ASS6","TITIN_MOUSE",1e-34,"titin-like",NA,NA,NA,NA
"10116","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",1.7,"titin-like",NA,NA,NA,NA
"10117","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",3e-29,"titin-like",NA,NA,NA,NA
"10118","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469625.1","A2ASS6","TITIN_MOUSE",1.3,"titin-like",NA,NA,NA,NA
"10119","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.31,"titin-like",NA,NA,NA,NA
"10120","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",1e-15,"titin-like",NA,NA,NA,NA
"10121","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",2.4,"titin-like",NA,NA,NA,NA
"10122","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",2e-15,"titin-like",NA,NA,NA,NA
"10123","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",4e-55,"titin-like",NA,NA,NA,NA
"10124","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",0.48,"titin-like",NA,NA,NA,NA
"10125","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469625.1","A2ASS6","TITIN_MOUSE",0.33,"titin-like",NA,NA,NA,NA
"10126","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469624.1","A2ASS6","TITIN_MOUSE",4e-11,"titin-like",NA,NA,NA,NA
"10127","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",2e-34,"titin-like",NA,NA,NA,NA
"10128","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469626.1","A2ASS6","TITIN_MOUSE",0.017,"titin-like",NA,NA,NA,NA
"10129","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",1e-08,"titin-like",NA,NA,NA,NA
"10130","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",3.5,"titin-like",NA,NA,NA,NA
"10131","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469624.1","A2ASS6","TITIN_MOUSE",3e-10,"titin-like",NA,NA,NA,NA
"10132","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469622.1","A2ASS6","TITIN_MOUSE",6e-13,"titin-like",NA,NA,NA,NA
"10133","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",0.75,"titin-like",NA,NA,NA,NA
"10134","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",5e-21,"titin-like",NA,NA,NA,NA
"10135","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",2e-06,"titin-like",NA,NA,NA,NA
"10136","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",5e-08,"titin-like",NA,NA,NA,NA
"10137","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",2e-36,"titin-like",NA,NA,NA,NA
"10138","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",2e-39,"titin-like",NA,NA,NA,NA
"10139","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469622.1","A2ASS6","TITIN_MOUSE",0.05,"titin-like",NA,NA,NA,NA
"10140","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469622.1","A2ASS6","TITIN_MOUSE",0.052,"titin-like",NA,NA,NA,NA
"10141","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469622.1","A2ASS6","TITIN_MOUSE",3e-35,"titin-like",NA,NA,NA,NA
"10142","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",3.8,"titin-like",NA,NA,NA,NA
"10143","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",2,"titin-like",NA,NA,NA,NA
"10144","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469622.1","A2ASS6","TITIN_MOUSE",9.2,"titin-like",NA,NA,NA,NA
"10145","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",8e-04,"titin-like",NA,NA,NA,NA
"10146","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",7.5,"titin-like",NA,NA,NA,NA
"10147","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",9.1,"titin-like",NA,NA,NA,NA
"10148","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,25351409,25351711,25316090,25379174,"111125634",25316090,25379174,"XM_022469622.1","A2ASS6","TITIN_MOUSE",2.8,"titin-like",NA,NA,NA,NA
