"","chr","start","end","meth.diff","strand","pvalue","qvalue","dist-to-closest-gene","gene-chr","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-Accession","Uniprot-ID","evalue","Product","GO-ID","GO-BP","GO-CC","GO-MF"
"848","NC_035784.1",2333299,2333299,63.8782051282051,"+",2.91088194297029e-27,5.94788789570493e-25,0,"NC_035784.1",2298250,2337112,"111133229",2321983,2337112,"XM_022481406.1","Q96FN5","KIF12_HUMAN",3e-55,"kinesin-like protein KIF12","GO:0003777; GO:0005524; GO:0005737; GO:0005871; GO:0005874; GO:0007018; GO:0008017; GO:0016887; GO:0070062","microtubule-based movement [GO:0007018]","cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; kinesin complex [GO:0005871]; microtubule [GO:0005874]","ATPase activity [GO:0016887]; ATP binding [GO:0005524]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]"
"850","NC_035784.1",2333299,2333299,63.8782051282051,"+",2.91088194297029e-27,5.94788789570493e-25,0,"NC_035784.1",2298250,2337112,"111133229",2320867,2337112,"XM_022481409.1","Q96FN5","KIF12_HUMAN",2e-55,"kinesin-like protein KIF12","GO:0003777; GO:0005524; GO:0005737; GO:0005871; GO:0005874; GO:0007018; GO:0008017; GO:0016887; GO:0070062","microtubule-based movement [GO:0007018]","cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; kinesin complex [GO:0005871]; microtubule [GO:0005874]","ATPase activity [GO:0016887]; ATP binding [GO:0005524]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]"
"851","NC_035784.1",2333164,2333164,57.8792650918635,"+",1.03524753196192e-30,3.11937590617162e-28,0,"NC_035784.1",2298250,2337112,"111133229",2321983,2337112,"XM_022481405.1","Q96FN5","KIF12_HUMAN",3e-55,"kinesin-like protein KIF12","GO:0003777; GO:0005524; GO:0005737; GO:0005871; GO:0005874; GO:0007018; GO:0008017; GO:0016887; GO:0070062","microtubule-based movement [GO:0007018]","cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; kinesin complex [GO:0005871]; microtubule [GO:0005874]","ATPase activity [GO:0016887]; ATP binding [GO:0005524]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]"
"852","NC_035784.1",2333299,2333299,63.8782051282051,"+",2.91088194297029e-27,5.94788789570493e-25,0,"NC_035784.1",2298250,2337112,"111133229",2321982,2334941,"XM_022481411.1","Q96FN5","KIF12_HUMAN",1e-55,"kinesin-like protein KIF12","GO:0003777; GO:0005524; GO:0005737; GO:0005871; GO:0005874; GO:0007018; GO:0008017; GO:0016887; GO:0070062","microtubule-based movement [GO:0007018]","cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; kinesin complex [GO:0005871]; microtubule [GO:0005874]","ATPase activity [GO:0016887]; ATP binding [GO:0005524]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]"
"857","NC_035784.1",3040123,3040123,50.1308933790825,"+",1.89459273127565e-24,2.81526328777828e-22,0,"NC_035784.1",3032735,3044262,"111132180",3032735,3044262,"XM_022479951.1","Q5XLR4","BORE1_DANRE",1e-04,"borealin-like","GO:0000070; GO:0000775; GO:0005634; GO:0005737; GO:0007507; GO:0032133; GO:0051233; GO:0051301","cell division [GO:0051301]; heart development [GO:0007507]; mitotic sister chromatid segregation [GO:0000070]","chromosome, centromeric region [GO:0000775]; chromosome passenger complex [GO:0032133]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; spindle midzone [GO:0051233]",""
"859","NC_035784.1",7825972,7825972,56.7104836092178,"+",7.68286614955733e-36,3.7881450194494e-33,0,"NC_035784.1",7797966,7832266,"111134967",7808861,7832266,"XM_022484590.1","Q9H7F0","AT133_HUMAN",0,"probable cation-transporting ATPase 13A3","GO:0005524; GO:0005623; GO:0006812; GO:0006874; GO:0016020; GO:0016021; GO:0016887; GO:0046872","cation transport [GO:0006812]; cellular calcium ion homeostasis [GO:0006874]","cell [GO:0005623]; integral component of membrane [GO:0016021]; membrane [GO:0016020]","ATPase activity [GO:0016887]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]"
"860","NC_035784.1",7825972,7825972,56.7104836092178,"+",7.68286614955733e-36,3.7881450194494e-33,0,"NC_035784.1",7797966,7832266,"111134967",7797966,7832266,"XM_022484591.1","Q9H7F0","AT133_HUMAN",0,"probable cation-transporting ATPase 13A3","GO:0005524; GO:0005623; GO:0006812; GO:0006874; GO:0016020; GO:0016021; GO:0016887; GO:0046872","cation transport [GO:0006812]; cellular calcium ion homeostasis [GO:0006874]","cell [GO:0005623]; integral component of membrane [GO:0016021]; membrane [GO:0016020]","ATPase activity [GO:0016887]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]"
"861","NC_035784.1",7825972,7825972,56.7104836092178,"+",7.68286614955733e-36,3.7881450194494e-33,0,"NC_035784.1",7797966,7832266,"111134967",7808861,7832266,"XM_022484592.1","Q9H7F0","AT133_HUMAN",0,"probable cation-transporting ATPase 13A3","GO:0005524; GO:0005623; GO:0006812; GO:0006874; GO:0016020; GO:0016021; GO:0016887; GO:0046872","cation transport [GO:0006812]; cellular calcium ion homeostasis [GO:0006874]","cell [GO:0005623]; integral component of membrane [GO:0016021]; membrane [GO:0016020]","ATPase activity [GO:0016887]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]"
"886","NC_035784.1",21869175,21869175,51.7746913580247,"+",1.13766257142529e-20,1.07717607061306e-18,0,"NC_035784.1",21868572,21910081,"111138013",21886317,21910081,"XM_022489767.1","P54254","ATX1_MOUSE",6e-46,"uncharacterized LOC111138013","GO:0000122; GO:0003677; GO:0003682; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006355; GO:0007399; GO:0007420; GO:0007612; GO:0007613; GO:0008022; GO:0008266; GO:0008344; GO:0008542; GO:0016363; GO:0032991; GO:0034046; GO:0035176; GO:0042326; GO:0042405; GO:0042802; GO:0043569; GO:0043621; GO:0045892; GO:0045944; GO:0048286; GO:0048856; GO:0051168; GO:0060079; GO:0060252; GO:0098794","adult locomotory behavior [GO:0008344]; anatomical structure development [GO:0048856]; brain development [GO:0007420]; excitatory postsynaptic potential [GO:0060079]; learning [GO:0007612]; lung alveolus development [GO:0048286]; memory [GO:0007613]; negative regulation of insulin-like growth factor receptor signaling pathway [GO:0043569]; negative regulation of phosphorylation [GO:0042326]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nervous system development [GO:0007399]; nuclear export [GO:0051168]; positive regulation of glial cell proliferation [GO:0060252]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription, DNA-templated [GO:0006355]; social behavior [GO:0035176]; visual learning [GO:0008542]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear inclusion body [GO:0042405]; nuclear matrix [GO:0016363]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynapse [GO:0098794]; protein-containing complex [GO:0032991]","chromatin binding [GO:0003682]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; poly(G) binding [GO:0034046]; poly(U) RNA binding [GO:0008266]; protein C-terminus binding [GO:0008022]; protein self-association [GO:0043621]; RNA binding [GO:0003723]"
"887","NC_035784.1",21869175,21869175,51.7746913580247,"+",1.13766257142529e-20,1.07717607061306e-18,0,"NC_035784.1",21868572,21910081,"111138013",21896848,21910081,"XM_022489766.1","P54254","ATX1_MOUSE",6e-46,"uncharacterized LOC111138013","GO:0000122; GO:0003677; GO:0003682; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006355; GO:0007399; GO:0007420; GO:0007612; GO:0007613; GO:0008022; GO:0008266; GO:0008344; GO:0008542; GO:0016363; GO:0032991; GO:0034046; GO:0035176; GO:0042326; GO:0042405; GO:0042802; GO:0043569; GO:0043621; GO:0045892; GO:0045944; GO:0048286; GO:0048856; GO:0051168; GO:0060079; GO:0060252; GO:0098794","adult locomotory behavior [GO:0008344]; anatomical structure development [GO:0048856]; brain development [GO:0007420]; excitatory postsynaptic potential [GO:0060079]; learning [GO:0007612]; lung alveolus development [GO:0048286]; memory [GO:0007613]; negative regulation of insulin-like growth factor receptor signaling pathway [GO:0043569]; negative regulation of phosphorylation [GO:0042326]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nervous system development [GO:0007399]; nuclear export [GO:0051168]; positive regulation of glial cell proliferation [GO:0060252]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription, DNA-templated [GO:0006355]; social behavior [GO:0035176]; visual learning [GO:0008542]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear inclusion body [GO:0042405]; nuclear matrix [GO:0016363]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynapse [GO:0098794]; protein-containing complex [GO:0032991]","chromatin binding [GO:0003682]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; poly(G) binding [GO:0034046]; poly(U) RNA binding [GO:0008266]; protein C-terminus binding [GO:0008022]; protein self-association [GO:0043621]; RNA binding [GO:0003723]"
"888","NC_035784.1",21869175,21869175,51.7746913580247,"+",1.13766257142529e-20,1.07717607061306e-18,0,"NC_035784.1",21868572,21910081,"111138013",21895138,21910081,"XM_022489761.1","P54254","ATX1_MOUSE",6e-46,"uncharacterized LOC111138013","GO:0000122; GO:0003677; GO:0003682; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006355; GO:0007399; GO:0007420; GO:0007612; GO:0007613; GO:0008022; GO:0008266; GO:0008344; GO:0008542; GO:0016363; GO:0032991; GO:0034046; GO:0035176; GO:0042326; GO:0042405; GO:0042802; GO:0043569; GO:0043621; GO:0045892; GO:0045944; GO:0048286; GO:0048856; GO:0051168; GO:0060079; GO:0060252; GO:0098794","adult locomotory behavior [GO:0008344]; anatomical structure development [GO:0048856]; brain development [GO:0007420]; excitatory postsynaptic potential [GO:0060079]; learning [GO:0007612]; lung alveolus development [GO:0048286]; memory [GO:0007613]; negative regulation of insulin-like growth factor receptor signaling pathway [GO:0043569]; negative regulation of phosphorylation [GO:0042326]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nervous system development [GO:0007399]; nuclear export [GO:0051168]; positive regulation of glial cell proliferation [GO:0060252]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription, DNA-templated [GO:0006355]; social behavior [GO:0035176]; visual learning [GO:0008542]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear inclusion body [GO:0042405]; nuclear matrix [GO:0016363]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynapse [GO:0098794]; protein-containing complex [GO:0032991]","chromatin binding [GO:0003682]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; poly(G) binding [GO:0034046]; poly(U) RNA binding [GO:0008266]; protein C-terminus binding [GO:0008022]; protein self-association [GO:0043621]; RNA binding [GO:0003723]"
"889","NC_035784.1",21869175,21869175,51.7746913580247,"+",1.13766257142529e-20,1.07717607061306e-18,0,"NC_035784.1",21868572,21910081,"111138013",21882853,21910081,"XM_022489760.1","P54254","ATX1_MOUSE",7e-46,"uncharacterized LOC111138013","GO:0000122; GO:0003677; GO:0003682; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006355; GO:0007399; GO:0007420; GO:0007612; GO:0007613; GO:0008022; GO:0008266; GO:0008344; GO:0008542; GO:0016363; GO:0032991; GO:0034046; GO:0035176; GO:0042326; GO:0042405; GO:0042802; GO:0043569; GO:0043621; GO:0045892; GO:0045944; GO:0048286; GO:0048856; GO:0051168; GO:0060079; GO:0060252; GO:0098794","adult locomotory behavior [GO:0008344]; anatomical structure development [GO:0048856]; brain development [GO:0007420]; excitatory postsynaptic potential [GO:0060079]; learning [GO:0007612]; lung alveolus development [GO:0048286]; memory [GO:0007613]; negative regulation of insulin-like growth factor receptor signaling pathway [GO:0043569]; negative regulation of phosphorylation [GO:0042326]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nervous system development [GO:0007399]; nuclear export [GO:0051168]; positive regulation of glial cell proliferation [GO:0060252]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription, DNA-templated [GO:0006355]; social behavior [GO:0035176]; visual learning [GO:0008542]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear inclusion body [GO:0042405]; nuclear matrix [GO:0016363]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynapse [GO:0098794]; protein-containing complex [GO:0032991]","chromatin binding [GO:0003682]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; poly(G) binding [GO:0034046]; poly(U) RNA binding [GO:0008266]; protein C-terminus binding [GO:0008022]; protein self-association [GO:0043621]; RNA binding [GO:0003723]"
"890","NC_035784.1",21869175,21869175,51.7746913580247,"+",1.13766257142529e-20,1.07717607061306e-18,0,"NC_035784.1",21868572,21910081,"111138013",21898124,21910081,"XM_022489759.1","P54254","ATX1_MOUSE",6e-46,"uncharacterized LOC111138013","GO:0000122; GO:0003677; GO:0003682; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006355; GO:0007399; GO:0007420; GO:0007612; GO:0007613; GO:0008022; GO:0008266; GO:0008344; GO:0008542; GO:0016363; GO:0032991; GO:0034046; GO:0035176; GO:0042326; GO:0042405; GO:0042802; GO:0043569; GO:0043621; GO:0045892; GO:0045944; GO:0048286; GO:0048856; GO:0051168; GO:0060079; GO:0060252; GO:0098794","adult locomotory behavior [GO:0008344]; anatomical structure development [GO:0048856]; brain development [GO:0007420]; excitatory postsynaptic potential [GO:0060079]; learning [GO:0007612]; lung alveolus development [GO:0048286]; memory [GO:0007613]; negative regulation of insulin-like growth factor receptor signaling pathway [GO:0043569]; negative regulation of phosphorylation [GO:0042326]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nervous system development [GO:0007399]; nuclear export [GO:0051168]; positive regulation of glial cell proliferation [GO:0060252]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription, DNA-templated [GO:0006355]; social behavior [GO:0035176]; visual learning [GO:0008542]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear inclusion body [GO:0042405]; nuclear matrix [GO:0016363]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynapse [GO:0098794]; protein-containing complex [GO:0032991]","chromatin binding [GO:0003682]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; poly(G) binding [GO:0034046]; poly(U) RNA binding [GO:0008266]; protein C-terminus binding [GO:0008022]; protein self-association [GO:0043621]; RNA binding [GO:0003723]"
"891","NC_035784.1",21869175,21869175,51.7746913580247,"+",1.13766257142529e-20,1.07717607061306e-18,0,"NC_035784.1",21868572,21910081,"111138013",21882854,21910081,"XM_022489764.1","P54254","ATX1_MOUSE",7e-46,"uncharacterized LOC111138013","GO:0000122; GO:0003677; GO:0003682; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006355; GO:0007399; GO:0007420; GO:0007612; GO:0007613; GO:0008022; GO:0008266; GO:0008344; GO:0008542; GO:0016363; GO:0032991; GO:0034046; GO:0035176; GO:0042326; GO:0042405; GO:0042802; GO:0043569; GO:0043621; GO:0045892; GO:0045944; GO:0048286; GO:0048856; GO:0051168; GO:0060079; GO:0060252; GO:0098794","adult locomotory behavior [GO:0008344]; anatomical structure development [GO:0048856]; brain development [GO:0007420]; excitatory postsynaptic potential [GO:0060079]; learning [GO:0007612]; lung alveolus development [GO:0048286]; memory [GO:0007613]; negative regulation of insulin-like growth factor receptor signaling pathway [GO:0043569]; negative regulation of phosphorylation [GO:0042326]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nervous system development [GO:0007399]; nuclear export [GO:0051168]; positive regulation of glial cell proliferation [GO:0060252]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription, DNA-templated [GO:0006355]; social behavior [GO:0035176]; visual learning [GO:0008542]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear inclusion body [GO:0042405]; nuclear matrix [GO:0016363]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynapse [GO:0098794]; protein-containing complex [GO:0032991]","chromatin binding [GO:0003682]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; poly(G) binding [GO:0034046]; poly(U) RNA binding [GO:0008266]; protein C-terminus binding [GO:0008022]; protein self-association [GO:0043621]; RNA binding [GO:0003723]"
"892","NC_035784.1",21869175,21869175,51.7746913580247,"+",1.13766257142529e-20,1.07717607061306e-18,0,"NC_035784.1",21868572,21910081,"111138013",21894128,21910081,"XM_022489765.1","P54254","ATX1_MOUSE",6e-46,"uncharacterized LOC111138013","GO:0000122; GO:0003677; GO:0003682; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006355; GO:0007399; GO:0007420; GO:0007612; GO:0007613; GO:0008022; GO:0008266; GO:0008344; GO:0008542; GO:0016363; GO:0032991; GO:0034046; GO:0035176; GO:0042326; GO:0042405; GO:0042802; GO:0043569; GO:0043621; GO:0045892; GO:0045944; GO:0048286; GO:0048856; GO:0051168; GO:0060079; GO:0060252; GO:0098794","adult locomotory behavior [GO:0008344]; anatomical structure development [GO:0048856]; brain development [GO:0007420]; excitatory postsynaptic potential [GO:0060079]; learning [GO:0007612]; lung alveolus development [GO:0048286]; memory [GO:0007613]; negative regulation of insulin-like growth factor receptor signaling pathway [GO:0043569]; negative regulation of phosphorylation [GO:0042326]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nervous system development [GO:0007399]; nuclear export [GO:0051168]; positive regulation of glial cell proliferation [GO:0060252]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription, DNA-templated [GO:0006355]; social behavior [GO:0035176]; visual learning [GO:0008542]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear inclusion body [GO:0042405]; nuclear matrix [GO:0016363]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynapse [GO:0098794]; protein-containing complex [GO:0032991]","chromatin binding [GO:0003682]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; poly(G) binding [GO:0034046]; poly(U) RNA binding [GO:0008266]; protein C-terminus binding [GO:0008022]; protein self-association [GO:0043621]; RNA binding [GO:0003723]"
"893","NC_035784.1",21869175,21869175,51.7746913580247,"+",1.13766257142529e-20,1.07717607061306e-18,0,"NC_035784.1",21868572,21910081,"111138013",21868572,21910081,"XM_022489763.1","P54254","ATX1_MOUSE",6e-46,"uncharacterized LOC111138013","GO:0000122; GO:0003677; GO:0003682; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006355; GO:0007399; GO:0007420; GO:0007612; GO:0007613; GO:0008022; GO:0008266; GO:0008344; GO:0008542; GO:0016363; GO:0032991; GO:0034046; GO:0035176; GO:0042326; GO:0042405; GO:0042802; GO:0043569; GO:0043621; GO:0045892; GO:0045944; GO:0048286; GO:0048856; GO:0051168; GO:0060079; GO:0060252; GO:0098794","adult locomotory behavior [GO:0008344]; anatomical structure development [GO:0048856]; brain development [GO:0007420]; excitatory postsynaptic potential [GO:0060079]; learning [GO:0007612]; lung alveolus development [GO:0048286]; memory [GO:0007613]; negative regulation of insulin-like growth factor receptor signaling pathway [GO:0043569]; negative regulation of phosphorylation [GO:0042326]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nervous system development [GO:0007399]; nuclear export [GO:0051168]; positive regulation of glial cell proliferation [GO:0060252]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription, DNA-templated [GO:0006355]; social behavior [GO:0035176]; visual learning [GO:0008542]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear inclusion body [GO:0042405]; nuclear matrix [GO:0016363]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynapse [GO:0098794]; protein-containing complex [GO:0032991]","chromatin binding [GO:0003682]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; poly(G) binding [GO:0034046]; poly(U) RNA binding [GO:0008266]; protein C-terminus binding [GO:0008022]; protein self-association [GO:0043621]; RNA binding [GO:0003723]"
"894","NC_035784.1",25138821,25138821,50.0147928994083,"+",7.6086972418233e-18,5.08790391070383e-16,0,"NC_035784.1",25137527,25159456,"111099112",25137527,25159456,"XM_022430481.1","Q1RMK1","FA92B_BOVIN",9e-47,"zinc finger and BTB domain-containing protein 41-like","GO:0005814; GO:0030030; GO:0036064","cell projection organization [GO:0030030]","centriole [GO:0005814]; ciliary basal body [GO:0036064]",""
"895","NC_035784.1",26800340,26800340,66.6223908918406,"+",2.74201242216758e-23,3.62344166891098e-21,0,"NC_035784.1",26784993,26800712,"111133596",26784993,26800712,"XM_022482105.1","P87362","BLMH_CHICK",8e-177,"bleomycin hydrolase-like","GO:0004177; GO:0004197; GO:0005737; GO:0008234; GO:0009636; GO:0042493; GO:0042802; GO:0043418","homocysteine catabolic process [GO:0043418]; response to drug [GO:0042493]; response to toxic substance [GO:0009636]","cytoplasm [GO:0005737]","aminopeptidase activity [GO:0004177]; cysteine-type endopeptidase activity [GO:0004197]; cysteine-type peptidase activity [GO:0008234]; identical protein binding [GO:0042802]"
"896","NC_035784.1",32778720,32778720,51.8620877129395,"+",1.97943180116512e-35,9.37095331770605e-33,0,"NC_035784.1",32774850,32788391,"111135006",32774850,32788391,"XM_022484674.1","P28020","CSK21_XENLA",0,"casein kinase II subunit alpha-like","GO:0004674; GO:0005524; GO:0005634; GO:0016055","Wnt signaling pathway [GO:0016055]","nucleus [GO:0005634]","ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]"
"897","NC_035784.1",32778720,32778720,51.8620877129395,"+",1.97943180116512e-35,9.37095331770605e-33,0,"NC_035784.1",32774850,32788391,"111135006",32774850,32788391,"XM_022484672.1","P28020","CSK21_XENLA",0,"casein kinase II subunit alpha-like","GO:0004674; GO:0005524; GO:0005634; GO:0016055","Wnt signaling pathway [GO:0016055]","nucleus [GO:0005634]","ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]"
"898","NC_035784.1",36745879,36745879,63.4058704453441,"+",8.702726202171e-30,2.3498340654033e-27,0,"NC_035784.1",36743644,36747147,"111136550",36743644,36747147,"XM_022487483.1","Q5ZML6","F210A_CHICK",1e-30,"protein FAM210A-like","GO:0005737; GO:0005739; GO:0016021","","cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]",""
"900","NC_035784.1",36957812,36957812,50.2112834766931,"+",3.3563161889125e-40,2.39248194874036e-37,0,"NC_035784.1",36954147,36962294,"111136461",36954147,36962037,"XM_022487323.1","Q99MD8","MYNN_MOUSE",6e-07,"uncharacterized LOC111136461","GO:0003677; GO:0005634; GO:0046872; GO:1990830","cellular response to leukemia inhibitory factor [GO:1990830]","nucleus [GO:0005634]","DNA binding [GO:0003677]; metal ion binding [GO:0046872]"
"901","NC_035784.1",36957812,36957812,50.2112834766931,"+",3.3563161889125e-40,2.39248194874036e-37,0,"NC_035784.1",36954147,36962294,"111136461",36954147,36962294,"XM_022487324.1","Q99MD8","MYNN_MOUSE",6e-07,"uncharacterized LOC111136461","GO:0003677; GO:0005634; GO:0046872; GO:1990830","cellular response to leukemia inhibitory factor [GO:1990830]","nucleus [GO:0005634]","DNA binding [GO:0003677]; metal ion binding [GO:0046872]"
"902","NC_035784.1",36957812,36957812,50.2112834766931,"+",3.3563161889125e-40,2.39248194874036e-37,0,"NC_035784.1",36954147,36962294,"111136461",36954147,36961797,"XM_022487325.1","Q99MD8","MYNN_MOUSE",6e-07,"uncharacterized LOC111136461","GO:0003677; GO:0005634; GO:0046872; GO:1990830","cellular response to leukemia inhibitory factor [GO:1990830]","nucleus [GO:0005634]","DNA binding [GO:0003677]; metal ion binding [GO:0046872]"
"909","NC_035784.1",38226016,38226016,54.1180956531213,"+",7.08812480562087e-41,5.3265636194071e-38,0,"NC_035784.1",38208090,38230756,"111136595",38208090,38230756,"XM_022487560.1","A2BGR3","ERC6L_DANRE",7.9,"DNA excision repair protein ERCC-6-like","GO:0000777; GO:0003677; GO:0004386; GO:0005524; GO:0007049; GO:0016539; GO:0051301","cell cycle [GO:0007049]; cell division [GO:0051301]; intein-mediated protein splicing [GO:0016539]","condensed chromosome kinetochore [GO:0000777]","ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]"
"910","NC_035784.1",38226016,38226016,54.1180956531213,"+",7.08812480562087e-41,5.3265636194071e-38,0,"NC_035784.1",38208090,38230756,"111136595",38208090,38230756,"XM_022487560.1","A2BGR3","ERC6L_DANRE",2.2,"DNA excision repair protein ERCC-6-like","GO:0000777; GO:0003677; GO:0004386; GO:0005524; GO:0007049; GO:0016539; GO:0051301","cell cycle [GO:0007049]; cell division [GO:0051301]; intein-mediated protein splicing [GO:0016539]","condensed chromosome kinetochore [GO:0000777]","ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]"
"911","NC_035784.1",38226016,38226016,54.1180956531213,"+",7.08812480562087e-41,5.3265636194071e-38,0,"NC_035784.1",38208090,38230756,"111136595",38208090,38230756,"XM_022487562.1","A2BGR3","ERC6L_DANRE",2,"DNA excision repair protein ERCC-6-like","GO:0000777; GO:0003677; GO:0004386; GO:0005524; GO:0007049; GO:0016539; GO:0051301","cell cycle [GO:0007049]; cell division [GO:0051301]; intein-mediated protein splicing [GO:0016539]","condensed chromosome kinetochore [GO:0000777]","ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]"
"912","NC_035784.1",38226016,38226016,54.1180956531213,"+",7.08812480562087e-41,5.3265636194071e-38,0,"NC_035784.1",38208090,38230756,"111136595",38208090,38230756,"XM_022487560.1","A2BGR3","ERC6L_DANRE",0,"DNA excision repair protein ERCC-6-like","GO:0000777; GO:0003677; GO:0004386; GO:0005524; GO:0007049; GO:0016539; GO:0051301","cell cycle [GO:0007049]; cell division [GO:0051301]; intein-mediated protein splicing [GO:0016539]","condensed chromosome kinetochore [GO:0000777]","ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]"
"913","NC_035784.1",38226016,38226016,54.1180956531213,"+",7.08812480562087e-41,5.3265636194071e-38,0,"NC_035784.1",38208090,38230756,"111136595",38208090,38230756,"XM_022487561.1","A2BGR3","ERC6L_DANRE",2,"DNA excision repair protein ERCC-6-like","GO:0000777; GO:0003677; GO:0004386; GO:0005524; GO:0007049; GO:0016539; GO:0051301","cell cycle [GO:0007049]; cell division [GO:0051301]; intein-mediated protein splicing [GO:0016539]","condensed chromosome kinetochore [GO:0000777]","ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]"
