"","chr","start","end","meth.diff","strand","pvalue","qvalue","exon-start","exon-end","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-ID","Uniprot-Accession","evalue","Product","GO-ID","GO-BP","GO-CC","GO-MF"
"4407","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469026.1","A2ASS6","TITIN_MOUSE",6e-27,"hemicentin-1-like",NA,NA,NA,NA
"4413","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469028.1","A2ASS6","TITIN_MOUSE",2e-89,"hemicentin-1-like",NA,NA,NA,NA
"4415","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468994.1","A2ASS6","TITIN_MOUSE",1e-114,"hemicentin-1-like",NA,NA,NA,NA
"4416","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469009.1","A2ASS6","TITIN_MOUSE",5e-40,"hemicentin-1-like",NA,NA,NA,NA
"4417","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468994.1","A2ASS6","TITIN_MOUSE",9e-49,"hemicentin-1-like",NA,NA,NA,NA
"4418","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468995.1","A2ASS6","TITIN_MOUSE",3e-11,"hemicentin-1-like",NA,NA,NA,NA
"4421","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469017.1","Q8WZ42","TITIN_HUMAN",4e-100,"hemicentin-1-like",NA,NA,NA,NA
"4422","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469006.1","A2ASS6","TITIN_MOUSE",6e-94,"hemicentin-1-like",NA,NA,NA,NA
"4425","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469028.1","A2ASS6","TITIN_MOUSE",2e-87,"hemicentin-1-like",NA,NA,NA,NA
"4430","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022468997.1","A2ASS6","TITIN_MOUSE",6e-94,"hemicentin-1-like",NA,NA,NA,NA
"4438","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469009.1","A2ASS6","TITIN_MOUSE",8e-52,"hemicentin-1-like",NA,NA,NA,NA
"4440","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469009.1","A2ASS6","TITIN_MOUSE",2e-55,"hemicentin-1-like",NA,NA,NA,NA
"4443","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469009.1","A2ASS6","TITIN_MOUSE",1e-69,"hemicentin-1-like",NA,NA,NA,NA
"4448","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469010.1","A2ASS6","TITIN_MOUSE",6e-64,"hemicentin-1-like",NA,NA,NA,NA
"4452","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469020.1","Q8WZ42","TITIN_HUMAN",1e-22,"hemicentin-1-like",NA,NA,NA,NA
"4453","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469010.1","A2ASS6","TITIN_MOUSE",2e-61,"hemicentin-1-like",NA,NA,NA,NA
"4464","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469015.1","A2ASS6","TITIN_MOUSE",3e-32,"hemicentin-1-like",NA,NA,NA,NA
"4474","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469002.1","A2ASS6","TITIN_MOUSE",2e-52,"hemicentin-1-like",NA,NA,NA,NA
"4476","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469015.1","A2ASS6","TITIN_MOUSE",5e-85,"hemicentin-1-like",NA,NA,NA,NA
"4479","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469028.1","A2ASS6","TITIN_MOUSE",3e-42,"hemicentin-1-like",NA,NA,NA,NA
"4481","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468986.1","A2ASS6","TITIN_MOUSE",1e-63,"hemicentin-1-like",NA,NA,NA,NA
"4482","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469028.1","A2ASS6","TITIN_MOUSE",2e-28,"hemicentin-1-like",NA,NA,NA,NA
"4489","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469001.1","A2ASS6","TITIN_MOUSE",2e-61,"hemicentin-1-like",NA,NA,NA,NA
"4491","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468991.1","A2ASS6","TITIN_MOUSE",9e-49,"hemicentin-1-like",NA,NA,NA,NA
"4500","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469015.1","A2ASS6","TITIN_MOUSE",3e-55,"hemicentin-1-like",NA,NA,NA,NA
"4504","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469024.1","Q8WZ42","TITIN_HUMAN",7e-99,"hemicentin-1-like",NA,NA,NA,NA
"4506","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469024.1","Q8WZ42","TITIN_HUMAN",2e-48,"hemicentin-1-like",NA,NA,NA,NA
"4510","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469028.1","A2ASS6","TITIN_MOUSE",3e-68,"hemicentin-1-like",NA,NA,NA,NA
"4519","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469008.1","A2ASS6","TITIN_MOUSE",6e-49,"hemicentin-1-like",NA,NA,NA,NA
"4521","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468994.1","A2ASS6","TITIN_MOUSE",1e-11,"hemicentin-1-like",NA,NA,NA,NA
"4528","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469030.1","A2ASS6","TITIN_MOUSE",9e-87,"hemicentin-1-like",NA,NA,NA,NA
"4532","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469000.1","A2ASS6","TITIN_MOUSE",1e-93,"hemicentin-1-like",NA,NA,NA,NA
"4535","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469024.1","Q8WZ42","TITIN_HUMAN",4e-86,"hemicentin-1-like",NA,NA,NA,NA
"4536","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469030.1","A2ASS6","TITIN_MOUSE",3e-61,"hemicentin-1-like",NA,NA,NA,NA
"4537","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468994.1","A2ASS6","TITIN_MOUSE",8e-91,"hemicentin-1-like",NA,NA,NA,NA
"4546","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468991.1","A2ASS6","TITIN_MOUSE",1e-114,"hemicentin-1-like",NA,NA,NA,NA
"4560","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469004.1","A2ASS6","TITIN_MOUSE",9e-88,"hemicentin-1-like",NA,NA,NA,NA
"4563","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469005.1","A2ASS6","TITIN_MOUSE",1e-24,"hemicentin-1-like",NA,NA,NA,NA
"4578","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469008.1","A2ASS6","TITIN_MOUSE",3e-34,"hemicentin-1-like",NA,NA,NA,NA
"4579","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15182521,"XM_022468988.1","A2ASS6","TITIN_MOUSE",1e-63,"hemicentin-1-like",NA,NA,NA,NA
"4585","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469027.1","A2ASS6","TITIN_MOUSE",3e-55,"hemicentin-1-like",NA,NA,NA,NA
"4588","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469027.1","A2ASS6","TITIN_MOUSE",6e-27,"hemicentin-1-like",NA,NA,NA,NA
"4590","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469004.1","A2ASS6","TITIN_MOUSE",6e-89,"hemicentin-1-like",NA,NA,NA,NA
"4591","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469028.1","A2ASS6","TITIN_MOUSE",5e-34,"hemicentin-1-like",NA,NA,NA,NA
"4592","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469028.1","A2ASS6","TITIN_MOUSE",7e-49,"hemicentin-1-like",NA,NA,NA,NA
"4596","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469015.1","A2ASS6","TITIN_MOUSE",9e-64,"hemicentin-1-like",NA,NA,NA,NA
"4604","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469015.1","A2ASS6","TITIN_MOUSE",2e-52,"hemicentin-1-like",NA,NA,NA,NA
"4605","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469001.1","A2ASS6","TITIN_MOUSE",5e-94,"hemicentin-1-like",NA,NA,NA,NA
"4612","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469028.1","A2ASS6","TITIN_MOUSE",2e-69,"hemicentin-1-like",NA,NA,NA,NA
"4619","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469015.1","A2ASS6","TITIN_MOUSE",1e-51,"hemicentin-1-like",NA,NA,NA,NA
"4626","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469024.1","Q8WZ42","TITIN_HUMAN",1e-112,"hemicentin-1-like",NA,NA,NA,NA
"4627","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469009.1","A2ASS6","TITIN_MOUSE",5e-91,"hemicentin-1-like",NA,NA,NA,NA
"4628","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468994.1","A2ASS6","TITIN_MOUSE",9e-31,"hemicentin-1-like",NA,NA,NA,NA
"4629","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468994.1","A2ASS6","TITIN_MOUSE",2e-38,"hemicentin-1-like",NA,NA,NA,NA
"4630","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469015.1","A2ASS6","TITIN_MOUSE",1e-91,"hemicentin-1-like",NA,NA,NA,NA
"4633","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469024.1","Q8WZ42","TITIN_HUMAN",6e-39,"hemicentin-1-like",NA,NA,NA,NA
"4635","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469028.1","A2ASS6","TITIN_MOUSE",5e-80,"hemicentin-1-like",NA,NA,NA,NA
"4636","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468986.1","A2ASS6","TITIN_MOUSE",8e-51,"hemicentin-1-like",NA,NA,NA,NA
"4637","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469024.1","Q8WZ42","TITIN_HUMAN",1e-85,"hemicentin-1-like",NA,NA,NA,NA
"4644","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469024.1","Q8WZ42","TITIN_HUMAN",4e-27,"hemicentin-1-like",NA,NA,NA,NA
"4645","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469024.1","Q8WZ42","TITIN_HUMAN",3e-28,"hemicentin-1-like",NA,NA,NA,NA
"4652","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469005.1","A2ASS6","TITIN_MOUSE",1e-114,"hemicentin-1-like",NA,NA,NA,NA
"4653","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469005.1","A2ASS6","TITIN_MOUSE",1e-11,"hemicentin-1-like",NA,NA,NA,NA
"4657","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468986.1","A2ASS6","TITIN_MOUSE",9e-49,"hemicentin-1-like",NA,NA,NA,NA
"4658","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469027.1","A2ASS6","TITIN_MOUSE",4e-38,"hemicentin-1-like",NA,NA,NA,NA
"4659","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469030.1","A2ASS6","TITIN_MOUSE",2e-52,"hemicentin-1-like",NA,NA,NA,NA
"4662","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468993.1","A2ASS6","TITIN_MOUSE",1e-51,"hemicentin-1-like",NA,NA,NA,NA
"4666","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468991.1","A2ASS6","TITIN_MOUSE",8e-91,"hemicentin-1-like",NA,NA,NA,NA
"4668","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469027.1","A2ASS6","TITIN_MOUSE",7e-19,"hemicentin-1-like",NA,NA,NA,NA
"4669","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469010.1","A2ASS6","TITIN_MOUSE",1e-20,"hemicentin-1-like",NA,NA,NA,NA
"4670","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469009.1","A2ASS6","TITIN_MOUSE",6e-31,"hemicentin-1-like",NA,NA,NA,NA
"4677","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469030.1","A2ASS6","TITIN_MOUSE",1e-95,"hemicentin-1-like",NA,NA,NA,NA
"4684","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468986.1","A2ASS6","TITIN_MOUSE",5e-34,"hemicentin-1-like",NA,NA,NA,NA
"4685","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468986.1","A2ASS6","TITIN_MOUSE",2e-28,"hemicentin-1-like",NA,NA,NA,NA
"4687","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468986.1","A2ASS6","TITIN_MOUSE",2e-69,"hemicentin-1-like",NA,NA,NA,NA
"4690","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469012.1","A2ASS6","TITIN_MOUSE",5e-94,"hemicentin-1-like",NA,NA,NA,NA
"4691","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469028.1","A2ASS6","TITIN_MOUSE",6e-75,"hemicentin-1-like",NA,NA,NA,NA
"4693","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469015.1","A2ASS6","TITIN_MOUSE",8e-51,"hemicentin-1-like",NA,NA,NA,NA
"4695","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469005.1","A2ASS6","TITIN_MOUSE",5e-27,"hemicentin-1-like",NA,NA,NA,NA
"4697","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469010.1","A2ASS6","TITIN_MOUSE",3e-11,"hemicentin-1-like",NA,NA,NA,NA
"4711","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469028.1","A2ASS6","TITIN_MOUSE",6e-34,"hemicentin-1-like",NA,NA,NA,NA
"4714","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468991.1","A2ASS6","TITIN_MOUSE",1e-63,"hemicentin-1-like",NA,NA,NA,NA
"4718","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468995.1","A2ASS6","TITIN_MOUSE",2e-38,"hemicentin-1-like",NA,NA,NA,NA
"4720","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469024.1","Q8WZ42","TITIN_HUMAN",6e-16,"hemicentin-1-like",NA,NA,NA,NA
"4726","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469010.1","A2ASS6","TITIN_MOUSE",7e-88,"hemicentin-1-like",NA,NA,NA,NA
"4738","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469020.1","Q8WZ42","TITIN_HUMAN",6e-11,"hemicentin-1-like",NA,NA,NA,NA
"4739","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469015.1","A2ASS6","TITIN_MOUSE",3e-33,"hemicentin-1-like",NA,NA,NA,NA
"4741","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469027.1","A2ASS6","TITIN_MOUSE",3e-20,"hemicentin-1-like",NA,NA,NA,NA
"4768","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469027.1","A2ASS6","TITIN_MOUSE",1e-22,"hemicentin-1-like",NA,NA,NA,NA
"4771","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469015.1","A2ASS6","TITIN_MOUSE",5e-27,"hemicentin-1-like",NA,NA,NA,NA
"4772","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184003,"XM_022469002.1","A2ASS6","TITIN_MOUSE",7e-115,"hemicentin-1-like",NA,NA,NA,NA
"4779","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469030.1","A2ASS6","TITIN_MOUSE",9e-40,"hemicentin-1-like",NA,NA,NA,NA
"4781","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468993.1","A2ASS6","TITIN_MOUSE",5e-34,"hemicentin-1-like",NA,NA,NA,NA
"4784","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469015.1","A2ASS6","TITIN_MOUSE",7e-40,"hemicentin-1-like",NA,NA,NA,NA
"4788","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184001,"XM_022469030.1","A2ASS6","TITIN_MOUSE",1e-43,"hemicentin-1-like",NA,NA,NA,NA
"4789","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469024.1","Q8WZ42","TITIN_HUMAN",4e-62,"hemicentin-1-like",NA,NA,NA,NA
"4803","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468991.1","A2ASS6","TITIN_MOUSE",5e-34,"hemicentin-1-like",NA,NA,NA,NA
"4811","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022468991.1","A2ASS6","TITIN_MOUSE",6e-49,"hemicentin-1-like",NA,NA,NA,NA
"4817","NC_035782.1",15147633,15147633,-68.4925767851064,"+",5.90077749005831e-46,6.94428000069417e-43,15147411,15147713,15129491,15184149,"111125330",15129491,15184002,"XM_022469015.1","A2ASS6","TITIN_MOUSE",5e-96,"hemicentin-1-like",NA,NA,NA,NA
